instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr,time_of_day
10223,2012-03-07,1,1,3,0,3,1,1,0.28,0.2576,0.65,0.2836,3,12,15,0,Malam
10224,2012-03-07,1,1,3,0,3,1,1,0.3,0.2727,0.61,0.2985,1,4,5,1,Malam
10225,2012-03-07,1,1,3,0,3,1,1,0.3,0.2879,0.56,0.2836,0,4,4,2,Malam
10226,2012-03-07,1,1,3,0,3,1,1,0.3,0.2727,0.56,0.3582,1,2,3,3,Malam
10227,2012-03-07,1,1,3,0,3,1,1,0.28,0.2576,0.61,0.3284,0,3,3,4,Malam
10228,2012-03-07,1,1,3,0,3,1,1,0.28,0.2576,0.56,0.2985,0,18,18,5,Malam
10229,2012-03-07,1,1,3,0,3,1,1,0.28,0.2576,0.61,0.3881,4,104,108,6,Pagi
10230,2012-03-07,1,1,3,0,3,1,1,0.26,0.2273,0.65,0.3881,12,332,344,7,Pagi
10231,2012-03-07,1,1,3,0,3,1,1,0.28,0.2576,0.61,0.2985,12,554,566,8,Pagi
10232,2012-03-07,1,1,3,0,3,1,1,0.3,0.2727,0.61,0.3284,12,252,264,9,Pagi
10233,2012-03-07,1,1,3,0,3,1,1,0.36,0.3333,0.5,0.2985,20,127,147,10,Pagi
10234,2012-03-07,1,1,3,0,3,1,1,0.42,0.4242,0.38,0.2985,33,128,161,11,Pagi
10235,2012-03-07,1,1,3,0,3,1,1,0.44,0.4394,0.38,0.3881,40,175,215,12,Siang
10236,2012-03-07,1,1,3,0,3,1,1,0.5,0.4848,0.34,0.4179,26,179,205,13,Siang
10237,2012-03-07,1,1,3,0,3,1,1,0.52,0.5,0.36,0.3284,38,137,175,14,Siang
10238,2012-03-07,1,1,3,0,3,1,1,0.54,0.5152,0.37,0.4478,44,165,209,15,Siang
10239,2012-03-07,1,1,3,0,3,1,1,0.56,0.5303,0.37,0.4179,34,254,288,16,Sore
10240,2012-03-07,1,1,3,0,3,1,1,0.56,0.5303,0.43,0.4925,58,554,612,17,Sore
10241,2012-03-07,1,1,3,0,3,1,1,0.56,0.5303,0.4,0.4627,35,509,544,18,Sore
10242,2012-03-07,1,1,3,0,3,1,1,0.54,0.5152,0.42,0.3582,16,345,361,19,Malam
10243,2012-03-07,1,1,3,0,3,1,1,0.5,0.4848,0.51,0.2537,18,242,260,20,Malam
10244,2012-03-07,1,1,3,0,3,1,1,0.44,0.4394,0.62,0.2537,11,177,188,21,Malam
10245,2012-03-07,1,1,3,0,3,1,1,0.46,0.4545,0.59,0.2985,10,149,159,22,Malam
10246,2012-03-07,1,1,3,0,3,1,1,0.44,0.4394,0.62,0.3284,4,58,62,23,Malam
10247,2012-03-08,1,1,3,0,4,1,1,0.44,0.4394,0.62,0.3284,11,35,46,0,Malam
10248,2012-03-08,1,1,3,0,4,1,1,0.46,0.4545,0.63,0.3284,4,17,21,1,Malam
10249,2012-03-08,1,1,3,0,4,1,1,0.46,0.4545,0.63,0.3881,6,5,11,2,Malam
10250,2012-03-08,1,1,3,0,4,1,1,0.46,0.4545,0.63,0.3881,0,3,3,3,Malam
10251,2012-03-08,1,1,3,0,4,1,1,0.44,0.4394,0.72,0.2836,0,2,2,4,Malam
10252,2012-03-08,1,1,3,0,4,1,1,0.42,0.4242,0.77,0.2239,1,28,29,5,Malam
10253,2012-03-08,1,1,3,0,4,1,1,0.42,0.4242,0.77,0.2537,4,105,109,6,Pagi
10254,2012-03-08,1,1,3,0,4,1,1,0.42,0.4242,0.77,0.3582,8,326,334,7,Pagi
10255,2012-03-08,1,1,3,0,4,1,1,0.44,0.4394,0.77,0.3881,12,573,585,8,Pagi
10256,2012-03-08,1,1,3,0,4,1,1,0.46,0.4545,0.72,0.4627,19,282,301,9,Pagi
10257,2012-03-08,1,1,3,0,4,1,1,0.5,0.4848,0.68,0.4627,19,119,138,10,Pagi
10258,2012-03-08,1,1,3,0,4,1,2,0.54,0.5152,0.6,0.4627,48,156,204,11,Pagi
10259,2012-03-08,1,1,3,0,4,1,2,0.56,0.5303,0.6,0.4478,27,224,251,12,Siang
10260,2012-03-08,1,1,3,0,4,1,2,0.6,0.6212,0.49,0.6418,35,198,233,13,Siang
10261,2012-03-08,1,1,3,0,4,1,2,0.62,0.6212,0.43,0.6418,48,155,203,14,Siang
10262,2012-03-08,1,1,3,0,4,1,1,0.64,0.6212,0.38,0.6866,24,161,185,15,Siang
10263,2012-03-08,1,1,3,0,4,1,2,0.62,0.6212,0.41,0.6418,37,305,342,16,Sore
10264,2012-03-08,1,1,3,0,4,1,1,0.62,0.6212,0.38,0.6567,52,545,597,17,Sore
10265,2012-03-08,1,1,3,0,4,1,2,0.62,0.6212,0.38,0.5522,45,545,590,18,Sore
10266,2012-03-08,1,1,3,0,4,1,2,0.6,0.6212,0.4,0.4478,21,395,416,19,Malam
10267,2012-03-08,1,1,3,0,4,1,2,0.6,0.6212,0.43,0.3881,20,282,302,20,Malam
10268,2012-03-08,1,1,3,0,4,1,1,0.6,0.6212,0.43,0.3881,27,206,233,21,Malam
10269,2012-03-08,1,1,3,0,4,1,1,0.56,0.5303,0.49,0.3284,12,141,153,22,Malam
10270,2012-03-08,1,1,3,0,4,1,2,0.56,0.5303,0.49,0.4478,6,88,94,23,Malam
10271,2012-03-09,1,1,3,0,5,1,2,0.58,0.5455,0.49,0.4627,3,51,54,0,Malam
10272,2012-03-09,1,1,3,0,5,1,3,0.56,0.5303,0.52,0.4925,4,22,26,1,Malam
10273,2012-03-09,1,1,3,0,5,1,3,0.48,0.4697,0.77,0.4179,2,9,11,2,Malam
10274,2012-03-09,1,1,3,0,5,1,1,0.46,0.4545,0.77,0.5224,0,7,7,3,Malam
10275,2012-03-09,1,1,3,0,5,1,3,0.4,0.4091,0.66,0.2836,0,1,1,4,Malam
10276,2012-03-09,1,1,3,0,5,1,3,0.4,0.4091,0.66,0.2836,2,27,29,5,Malam
10277,2012-03-09,1,1,3,0,5,1,2,0.4,0.4091,0.5,0.3582,2,83,85,6,Pagi
10278,2012-03-09,1,1,3,0,5,1,2,0.38,0.3939,0.4,0.2985,6,262,268,7,Pagi
10279,2012-03-09,1,1,3,0,5,1,2,0.34,0.2879,0.42,0.5224,17,484,501,8,Pagi
10280,2012-03-09,1,1,3,0,5,1,2,0.34,0.2879,0.42,0.5224,17,267,284,9,Pagi
10281,2012-03-09,1,1,3,0,5,1,2,0.34,0.2879,0.36,0.4925,14,145,159,10,Pagi
10282,2012-03-09,1,1,3,0,5,1,2,0.36,0.3333,0.34,0.3582,17,170,187,11,Pagi
10283,2012-03-09,1,1,3,0,5,1,1,0.36,0.3333,0.34,0.4179,27,174,201,12,Siang
10284,2012-03-09,1,1,3,0,5,1,2,0.38,0.3939,0.29,0.3881,49,175,224,13,Siang
10285,2012-03-09,1,1,3,0,5,1,1,0.42,0.4242,0.28,0.4627,49,129,178,14,Siang
10286,2012-03-09,1,1,3,0,5,1,1,0.46,0.4545,0.24,0.2537,50,188,238,15,Siang
10287,2012-03-09,1,1,3,0,5,1,1,0.48,0.4697,0.23,0.4179,51,292,343,16,Sore
10288,2012-03-09,1,1,3,0,5,1,1,0.46,0.4545,0.24,0.3881,68,498,566,17,Sore
10289,2012-03-09,1,1,3,0,5,1,1,0.44,0.4394,0.26,0.5224,30,440,470,18,Sore
10290,2012-03-09,1,1,3,0,5,1,1,0.42,0.4242,0.28,0.6119,12,232,244,19,Malam
10291,2012-03-09,1,1,3,0,5,1,1,0.38,0.3939,0.32,0.3582,3,156,159,20,Malam
10292,2012-03-09,1,1,3,0,5,1,1,0.36,0.3333,0.34,0.3284,8,133,141,21,Malam
10293,2012-03-09,1,1,3,0,5,1,1,0.34,0.2879,0.31,0.4925,7,100,107,22,Malam
10294,2012-03-09,1,1,3,0,5,1,1,0.32,0.303,0.33,0.2985,9,77,86,23,Malam
10295,2012-03-10,1,1,3,0,6,0,1,0.3,0.2727,0.36,0.3582,9,68,77,0,Malam
10296,2012-03-10,1,1,3,0,6,0,1,0.3,0.2879,0.36,0.2537,1,50,51,1,Malam
10297,2012-03-10,1,1,3,0,6,0,1,0.26,0.2424,0.41,0.2537,12,30,42,2,Malam
10298,2012-03-10,1,1,3,0,6,0,1,0.26,0.2273,0.41,0.2985,0,16,16,3,Malam
10299,2012-03-10,1,1,3,0,6,0,1,0.24,0.2121,0.41,0.3582,1,3,4,4,Malam
10300,2012-03-10,1,1,3,0,6,0,1,0.22,0.2121,0.42,0.2836,3,7,10,5,Malam
10301,2012-03-10,1,1,3,0,6,0,1,0.22,0.2121,0.44,0.2836,1,11,12,6,Pagi
10302,2012-03-10,1,1,3,0,6,0,1,0.22,0.2121,0.44,0.2537,4,36,40,7,Pagi
10303,2012-03-10,1,1,3,0,6,0,1,0.22,0.2121,0.44,0.2985,15,96,111,8,Pagi
10304,2012-03-10,1,1,3,0,6,0,1,0.24,0.2121,0.41,0.3284,21,127,148,9,Pagi
10305,2012-03-10,1,1,3,0,6,0,1,0.26,0.2273,0.35,0.4179,47,176,223,10,Pagi
10306,2012-03-10,1,1,3,0,6,0,1,0.3,0.2727,0.33,0.3284,56,218,274,11,Pagi
10307,2012-03-10,1,1,3,0,6,0,1,0.3,0.2727,0.33,0.3284,88,241,329,12,Siang
10308,2012-03-10,1,1,3,0,6,0,1,0.32,0.303,0.29,0.2836,89,268,357,13,Siang
10309,2012-03-10,1,1,3,0,6,0,1,0.34,0.3182,0.27,0.2836,117,262,379,14,Siang
10310,2012-03-10,1,1,3,0,6,0,1,0.34,0.3636,0.25,0.0,132,274,406,15,Siang
10311,2012-03-10,1,1,3,0,6,0,1,0.36,0.3636,0.23,0.0,115,275,390,16,Sore
10312,2012-03-10,1,1,3,0,6,0,1,0.36,0.3788,0.23,0.0,104,250,354,17,Sore
10313,2012-03-10,1,1,3,0,6,0,1,0.36,0.3636,0.21,0.0896,67,230,297,18,Sore
10314,2012-03-10,1,1,3,0,6,0,1,0.34,0.3636,0.25,0.0,25,159,184,19,Malam
10315,2012-03-10,1,1,3,0,6,0,1,0.32,0.3333,0.33,0.1343,20,101,121,20,Malam
10316,2012-03-10,1,1,3,0,6,0,1,0.3,0.2879,0.39,0.2239,16,94,110,21,Malam
10317,2012-03-10,1,1,3,0,6,0,1,0.26,0.2576,0.44,0.1642,19,81,100,22,Malam
10318,2012-03-10,1,1,3,0,6,0,1,0.26,0.2576,0.41,0.194,6,77,83,23,Malam
10319,2012-03-11,1,1,3,0,0,0,1,0.26,0.2879,0.44,0.0896,7,62,69,0,Malam
10320,2012-03-11,1,1,3,0,0,0,1,0.24,0.2424,0.52,0.1642,4,57,61,1,Malam
10321,2012-03-11,1,1,3,0,0,0,1,0.24,0.2424,0.6,0.1343,15,51,66,3,Malam
10322,2012-03-11,1,1,3,0,0,0,1,0.24,0.2424,0.6,0.1343,7,15,22,4,Malam
10323,2012-03-11,1,1,3,0,0,0,1,0.24,0.2424,0.6,0.1642,2,5,7,5,Malam
10324,2012-03-11,1,1,3,0,0,0,1,0.24,0.2424,0.7,0.1642,2,8,10,6,Pagi
10325,2012-03-11,1,1,3,0,0,0,1,0.22,0.2273,0.69,0.1343,2,15,17,7,Pagi
10326,2012-03-11,1,1,3,0,0,0,1,0.22,0.2273,0.69,0.1343,4,68,72,8,Pagi
10327,2012-03-11,1,1,3,0,0,0,1,0.26,0.2576,0.6,0.2239,20,70,90,9,Pagi
10328,2012-03-11,1,1,3,0,0,0,1,0.32,0.303,0.49,0.2836,71,147,218,10,Pagi
10329,2012-03-11,1,1,3,0,0,0,1,0.36,0.3333,0.43,0.2836,90,209,299,11,Pagi
10330,2012-03-11,1,1,3,0,0,0,1,0.4,0.4091,0.37,0.2985,146,264,410,12,Siang
10331,2012-03-11,1,1,3,0,0,0,1,0.42,0.4242,0.41,0.2985,176,288,464,13,Siang
10332,2012-03-11,1,1,3,0,0,0,1,0.46,0.4545,0.31,0.2836,212,289,501,14,Siang
10333,2012-03-11,1,1,3,0,0,0,1,0.5,0.4848,0.29,0.2985,201,286,487,15,Siang
10334,2012-03-11,1,1,3,0,0,0,1,0.5,0.4848,0.31,0.3582,208,301,509,16,Sore
10335,2012-03-11,1,1,3,0,0,0,1,0.52,0.5,0.27,0.2985,199,299,498,17,Sore
10336,2012-03-11,1,1,3,0,0,0,1,0.52,0.5,0.29,0.2836,133,256,389,18,Sore
10337,2012-03-11,1,1,3,0,0,0,1,0.5,0.4848,0.31,0.2836,55,203,258,19,Malam
10338,2012-03-11,1,1,3,0,0,0,1,0.44,0.4394,0.47,0.2239,42,129,171,20,Malam
10339,2012-03-11,1,1,3,0,0,0,1,0.42,0.4242,0.54,0.2239,37,110,147,21,Malam
10340,2012-03-11,1,1,3,0,0,0,1,0.4,0.4091,0.54,0.194,13,81,94,22,Malam
10341,2012-03-11,1,1,3,0,0,0,1,0.4,0.4091,0.5,0.1642,12,40,52,23,Malam
10342,2012-03-12,1,1,3,0,1,1,1,0.38,0.3939,0.54,0.194,4,20,24,0,Malam
10343,2012-03-12,1,1,3,0,1,1,1,0.38,0.3939,0.5,0.1343,1,9,10,1,Malam
10344,2012-03-12,1,1,3,0,1,1,1,0.38,0.3939,0.54,0.1045,4,5,9,2,Malam
10345,2012-03-12,1,1,3,0,1,1,1,0.36,0.3485,0.5,0.1343,0,2,2,3,Malam
10346,2012-03-12,1,1,3,0,1,1,1,0.34,0.3333,0.61,0.194,0,3,3,4,Malam
10347,2012-03-12,1,1,3,0,1,1,1,0.34,0.3333,0.61,0.194,1,15,16,5,Malam
10348,2012-03-12,1,1,3,0,1,1,1,0.34,0.3485,0.57,0.1045,2,86,88,6,Pagi
10349,2012-03-12,1,1,3,0,1,1,1,0.34,0.3485,0.53,0.1045,9,259,268,7,Pagi
10350,2012-03-12,1,1,3,0,1,1,1,0.34,0.3333,0.61,0.1343,17,547,564,8,Pagi
10351,2012-03-12,1,1,3,0,1,1,1,0.38,0.3939,0.54,0.1642,21,260,281,9,Pagi
10352,2012-03-12,1,1,3,0,1,1,1,0.4,0.4091,0.5,0.2239,39,98,137,10,Pagi
10353,2012-03-12,1,1,3,0,1,1,1,0.44,0.4394,0.44,0.2239,39,111,150,11,Pagi
10354,2012-03-12,1,1,3,0,1,1,1,0.48,0.4697,0.39,0.2239,59,162,221,12,Siang
10355,2012-03-12,1,1,3,0,1,1,2,0.54,0.5152,0.32,0.2537,74,176,250,13,Siang
10356,2012-03-12,1,1,3,0,1,1,2,0.58,0.5455,0.32,0.2836,76,145,221,14,Siang
10357,2012-03-12,1,1,3,0,1,1,1,0.56,0.5303,0.4,0.1343,74,159,233,15,Siang
10358,2012-03-12,1,1,3,0,1,1,1,0.62,0.6212,0.35,0.4478,77,255,332,16,Sore
10359,2012-03-12,1,1,3,0,1,1,2,0.62,0.6212,0.38,0.4179,87,557,644,17,Sore
10360,2012-03-12,1,1,3,0,1,1,2,0.6,0.6212,0.43,0.194,89,623,712,18,Sore
10361,2012-03-12,1,1,3,0,1,1,2,0.56,0.5303,0.49,0.2239,67,379,446,19,Malam
10362,2012-03-12,1,1,3,0,1,1,2,0.56,0.5303,0.49,0.2239,49,237,286,20,Malam
10363,2012-03-12,1,1,3,0,1,1,2,0.54,0.5152,0.56,0.2239,22,183,205,21,Malam
10364,2012-03-12,1,1,3,0,1,1,2,0.56,0.5303,0.56,0.2239,17,116,133,22,Malam
10365,2012-03-12,1,1,3,0,1,1,1,0.56,0.5303,0.56,0.2239,10,53,63,23,Malam
10366,2012-03-13,1,1,3,0,2,1,2,0.56,0.5303,0.52,0.194,5,21,26,0,Malam
10367,2012-03-13,1,1,3,0,2,1,2,0.52,0.5,0.59,0.2239,2,14,16,1,Malam
10368,2012-03-13,1,1,3,0,2,1,3,0.52,0.5,0.72,0.2985,0,1,1,2,Malam
10369,2012-03-13,1,1,3,0,2,1,3,0.52,0.5,0.72,0.2985,0,2,2,3,Malam
10370,2012-03-13,1,1,3,0,2,1,2,0.46,0.4545,0.82,0.194,0,1,1,4,Malam
10371,2012-03-13,1,1,3,0,2,1,2,0.46,0.4545,0.82,0.194,0,24,24,5,Malam
10372,2012-03-13,1,1,3,0,2,1,3,0.46,0.4545,0.82,0.194,5,108,113,6,Pagi
10373,2012-03-13,1,1,3,0,2,1,2,0.46,0.4545,0.82,0.2836,16,292,308,7,Pagi
10374,2012-03-13,1,1,3,0,2,1,1,0.46,0.4545,0.82,0.2836,22,571,593,8,Pagi
10375,2012-03-13,1,1,3,0,2,1,1,0.48,0.4697,0.82,0.2836,18,324,342,9,Pagi
10376,2012-03-13,1,1,3,0,2,1,1,0.52,0.5,0.77,0.2239,28,115,143,10,Pagi
10377,2012-03-13,1,1,3,0,2,1,1,0.54,0.5152,0.73,0.2836,64,155,219,11,Pagi
10378,2012-03-13,1,1,3,0,2,1,1,0.6,0.6061,0.6,0.2836,47,197,244,12,Siang
10379,2012-03-13,1,1,3,0,2,1,1,0.6,0.6061,0.6,0.3881,53,180,233,13,Siang
10380,2012-03-13,1,1,3,0,2,1,1,0.64,0.6212,0.53,0.3284,52,160,212,14,Siang
10381,2012-03-13,1,1,3,0,2,1,1,0.7,0.6364,0.39,0.2239,68,196,264,15,Siang
10382,2012-03-13,1,1,3,0,2,1,1,0.72,0.6515,0.34,0.3881,53,312,365,16,Sore
10383,2012-03-13,1,1,3,0,2,1,1,0.7,0.6364,0.37,0.1045,62,614,676,17,Sore
10384,2012-03-13,1,1,3,0,2,1,1,0.7,0.6364,0.34,0.2985,96,638,734,18,Sore
10385,2012-03-13,1,1,3,0,2,1,1,0.64,0.6212,0.47,0.2239,50,429,479,19,Malam
10386,2012-03-13,1,1,3,0,2,1,1,0.6,0.6212,0.49,0.1642,45,306,351,20,Malam
10387,2012-03-13,1,1,3,0,2,1,1,0.58,0.5455,0.56,0.1045,44,200,244,21,Malam
10388,2012-03-13,1,1,3,0,2,1,1,0.56,0.5303,0.6,0.0896,24,146,170,22,Malam
10389,2012-03-13,1,1,3,0,2,1,1,0.56,0.5303,0.56,0.1343,8,79,87,23,Malam
10390,2012-03-14,1,1,3,0,3,1,1,0.54,0.5152,0.6,0.1045,5,34,39,0,Malam
10391,2012-03-14,1,1,3,0,3,1,1,0.52,0.5,0.63,0.0896,2,25,27,1,Malam
10392,2012-03-14,1,1,3,0,3,1,1,0.5,0.4848,0.68,0.194,0,2,2,2,Malam
10393,2012-03-14,1,1,3,0,3,1,1,0.48,0.4697,0.72,0.194,1,3,4,3,Malam
10394,2012-03-14,1,1,3,0,3,1,1,0.48,0.4697,0.67,0.0896,1,4,5,4,Malam
10395,2012-03-14,1,1,3,0,3,1,1,0.44,0.4394,0.82,0.1343,2,25,27,5,Malam
10396,2012-03-14,1,1,3,0,3,1,1,0.44,0.4394,0.82,0.0896,1,120,121,6,Pagi
10397,2012-03-14,1,1,3,0,3,1,1,0.44,0.4394,0.82,0.1045,20,348,368,7,Pagi
10398,2012-03-14,1,1,3,0,3,1,1,0.44,0.4394,0.82,0.0,34,628,662,8,Pagi
10399,2012-03-14,1,1,3,0,3,1,1,0.52,0.5,0.68,0.0,26,325,351,9,Pagi
10400,2012-03-14,1,1,3,0,3,1,1,0.56,0.5303,0.56,0.1045,38,150,188,10,Pagi
10401,2012-03-14,1,1,3,0,3,1,2,0.62,0.6212,0.41,0.1642,65,155,220,11,Pagi
10402,2012-03-14,1,1,3,0,3,1,2,0.64,0.6212,0.29,0.0,55,212,267,12,Siang
10403,2012-03-14,1,1,3,0,3,1,1,0.66,0.6212,0.27,0.2239,57,197,254,13,Siang
10404,2012-03-14,1,1,3,0,3,1,1,0.7,0.6364,0.23,0.3284,61,163,224,14,Siang
10405,2012-03-14,1,1,3,0,3,1,1,0.7,0.6364,0.24,0.0,86,197,283,15,Siang
10406,2012-03-14,1,1,3,0,3,1,1,0.72,0.6364,0.25,0.194,78,278,356,16,Sore
10407,2012-03-14,1,1,3,0,3,1,1,0.7,0.6364,0.28,0.0896,140,642,782,17,Sore
10408,2012-03-14,1,1,3,0,3,1,1,0.7,0.6364,0.32,0.0,102,647,749,18,Sore
10409,2012-03-14,1,1,3,0,3,1,1,0.64,0.6212,0.33,0.1642,70,402,472,19,Malam
10410,2012-03-14,1,1,3,0,3,1,1,0.62,0.6212,0.35,0.1045,44,286,330,20,Malam
10411,2012-03-14,1,1,3,0,3,1,1,0.6,0.6212,0.4,0.0896,47,241,288,21,Malam
10412,2012-03-14,1,1,3,0,3,1,1,0.52,0.5,0.55,0.1343,43,159,202,22,Malam
10413,2012-03-14,1,1,3,0,3,1,1,0.56,0.5303,0.43,0.1642,19,72,91,23,Malam
10414,2012-03-15,1,1,3,0,4,1,1,0.54,0.5152,0.49,0.1343,14,46,60,0,Malam
10415,2012-03-15,1,1,3,0,4,1,1,0.5,0.4848,0.59,0.1045,15,8,23,1,Malam
10416,2012-03-15,1,1,3,0,4,1,1,0.5,0.4848,0.59,0.0,14,5,19,2,Malam
10417,2012-03-15,1,1,3,0,4,1,1,0.5,0.4848,0.63,0.0,0,7,7,3,Malam
10418,2012-03-15,1,1,3,0,4,1,1,0.44,0.4394,0.77,0.1045,11,3,14,4,Malam
10419,2012-03-15,1,1,3,0,4,1,1,0.46,0.4545,0.67,0.0,2,24,26,5,Malam
10420,2012-03-15,1,1,3,0,4,1,1,0.44,0.4394,0.72,0.0896,4,113,117,6,Pagi
10421,2012-03-15,1,1,3,0,4,1,1,0.44,0.4394,0.72,0.0896,14,367,381,7,Pagi
10422,2012-03-15,1,1,3,0,4,1,1,0.44,0.4394,0.77,0.1045,21,602,623,8,Pagi
10423,2012-03-15,1,1,3,0,4,1,1,0.48,0.4697,0.77,0.0896,30,285,315,9,Pagi
10424,2012-03-15,1,1,3,0,4,1,1,0.52,0.5,0.68,0.1045,34,130,164,10,Pagi
10425,2012-03-15,1,1,3,0,4,1,1,0.56,0.5303,0.6,0.1343,60,151,211,11,Pagi
10426,2012-03-15,1,1,3,0,4,1,2,0.62,0.6212,0.5,0.1343,59,206,265,12,Siang
10427,2012-03-15,1,1,3,0,4,1,2,0.66,0.6212,0.41,0.0896,62,211,273,13,Siang
10428,2012-03-15,1,1,3,0,4,1,2,0.72,0.6515,0.3,0.1045,81,177,258,14,Siang
10429,2012-03-15,1,1,3,0,4,1,1,0.72,0.6515,0.32,0.2239,100,187,287,15,Siang
10430,2012-03-15,1,1,3,0,4,1,1,0.72,0.6515,0.37,0.3881,95,331,426,16,Sore
10431,2012-03-15,1,1,3,0,4,1,1,0.7,0.6364,0.39,0.2537,79,634,713,17,Sore
10432,2012-03-15,1,1,3,0,4,1,1,0.66,0.6212,0.44,0.2836,98,648,746,18,Sore
10433,2012-03-15,1,1,3,0,4,1,2,0.64,0.6212,0.5,0.194,72,353,425,19,Malam
10434,2012-03-15,1,1,3,0,4,1,2,0.58,0.5455,0.6,0.3582,60,270,330,20,Malam
10435,2012-03-15,1,1,3,0,4,1,1,0.54,0.5152,0.68,0.2836,36,207,243,21,Malam
10436,2012-03-15,1,1,3,0,4,1,1,0.52,0.5,0.68,0.1343,32,137,169,22,Malam
10437,2012-03-15,1,1,3,0,4,1,1,0.48,0.4697,0.72,0.194,12,85,97,23,Malam
10438,2012-03-16,1,1,3,0,5,1,1,0.44,0.4394,0.77,0.2537,8,49,57,0,Malam
10439,2012-03-16,1,1,3,0,5,1,2,0.42,0.4242,0.82,0.3284,4,22,26,1,Malam
10440,2012-03-16,1,1,3,0,5,1,2,0.42,0.4242,0.82,0.194,0,4,4,2,Malam
10441,2012-03-16,1,1,3,0,5,1,2,0.4,0.4091,0.87,0.2836,0,3,3,3,Malam
10442,2012-03-16,1,1,3,0,5,1,2,0.4,0.4091,0.87,0.2537,0,3,3,4,Malam
10443,2012-03-16,1,1,3,0,5,1,2,0.4,0.4091,0.87,0.2239,2,30,32,5,Malam
10444,2012-03-16,1,1,3,0,5,1,2,0.4,0.4091,0.87,0.1642,3,96,99,6,Pagi
10445,2012-03-16,1,1,3,0,5,1,2,0.4,0.4091,0.87,0.194,13,265,278,7,Pagi
10446,2012-03-16,1,1,3,0,5,1,2,0.4,0.4091,0.87,0.2239,28,534,562,8,Pagi
10447,2012-03-16,1,1,3,0,5,1,2,0.42,0.4242,0.82,0.0,35,277,312,9,Pagi
10448,2012-03-16,1,1,3,0,5,1,2,0.4,0.4091,0.87,0.0896,44,136,180,10,Pagi
10449,2012-03-16,1,1,3,0,5,1,2,0.44,0.4394,0.77,0.0,40,167,207,11,Pagi
10450,2012-03-16,1,1,3,0,5,1,2,0.44,0.4394,0.82,0.1343,72,222,294,12,Siang
10451,2012-03-16,1,1,3,0,5,1,2,0.46,0.4545,0.77,0.0896,52,208,260,13,Siang
10452,2012-03-16,1,1,3,0,5,1,2,0.48,0.4697,0.72,0.0,56,146,202,14,Siang
10453,2012-03-16,1,1,3,0,5,1,3,0.46,0.4545,0.82,0.1045,19,88,107,15,Siang
10454,2012-03-16,1,1,3,0,5,1,3,0.48,0.4697,0.77,0.0,18,111,129,16,Sore
10455,2012-03-16,1,1,3,0,5,1,3,0.48,0.4697,0.82,0.0896,23,235,258,17,Sore
10456,2012-03-16,1,1,3,0,5,1,3,0.48,0.4697,0.82,0.0896,31,377,408,18,Sore
10457,2012-03-16,1,1,3,0,5,1,2,0.46,0.4545,0.88,0.0,23,273,296,19,Malam
10458,2012-03-16,1,1,3,0,5,1,1,0.46,0.4545,0.88,0.0,31,204,235,20,Malam
10459,2012-03-16,1,1,3,0,5,1,2,0.44,0.4394,0.94,0.0,8,144,152,21,Malam
10460,2012-03-16,1,1,3,0,5,1,2,0.44,0.4394,0.94,0.0,16,132,148,22,Malam
10461,2012-03-16,1,1,3,0,5,1,2,0.44,0.4394,0.94,0.0,22,104,126,23,Malam
10462,2012-03-17,1,1,3,0,6,0,2,0.44,0.4394,0.94,0.0896,13,87,100,0,Malam
10463,2012-03-17,1,1,3,0,6,0,2,0.44,0.4394,0.94,0.0,12,57,69,1,Malam
10464,2012-03-17,1,1,3,0,6,0,2,0.44,0.4394,0.88,0.0,10,32,42,2,Malam
10465,2012-03-17,1,1,3,0,6,0,2,0.44,0.4394,0.88,0.0,2,24,26,3,Malam
10466,2012-03-17,1,1,3,0,6,0,2,0.42,0.4242,0.94,0.0,0,2,2,4,Malam
10467,2012-03-17,1,1,3,0,6,0,2,0.42,0.4242,0.94,0.0896,5,3,8,5,Malam
10468,2012-03-17,1,1,3,0,6,0,2,0.42,0.4242,0.94,0.194,1,29,30,6,Pagi
10469,2012-03-17,1,1,3,0,6,0,2,0.4,0.4091,1.0,0.1343,29,57,86,7,Pagi
10470,2012-03-17,1,1,3,0,6,0,2,0.42,0.4242,0.94,0.1045,63,155,218,8,Pagi
10471,2012-03-17,1,1,3,0,6,0,2,0.44,0.4394,0.88,0.0896,104,217,321,9,Pagi
10472,2012-03-17,1,1,3,0,6,0,2,0.5,0.4848,0.77,0.0896,140,303,443,10,Pagi
10473,2012-03-17,1,1,3,0,6,0,2,0.52,0.5,0.77,0.1343,226,359,585,11,Pagi
10474,2012-03-17,1,1,3,0,6,0,1,0.56,0.5303,0.68,0.1642,286,365,651,12,Siang
10475,2012-03-17,1,1,3,0,6,0,1,0.6,0.6061,0.6,0.1045,286,400,686,13,Siang
10476,2012-03-17,1,1,3,0,6,0,1,0.62,0.6212,0.53,0.0896,352,338,690,14,Siang
10477,2012-03-17,1,1,3,0,6,0,1,0.64,0.6212,0.53,0.1343,357,322,679,15,Siang
10478,2012-03-17,1,1,3,0,6,0,1,0.64,0.6212,0.5,0.0,367,318,685,16,Sore
10479,2012-03-17,1,1,3,0,6,0,1,0.64,0.6212,0.5,0.1343,291,357,648,17,Sore
